FilterTextHtml.mime_types	application/vnd.wordperfect5.1	7
FilterTextHtml.mime_types	application/vnd.zoomorama.zml+xml	1
FilterTextHtml.mime_types	application/vns.ms-excel	1
FilterTextHtml.mime_types	application/voicexml+xml	35
FilterTextHtml.mime_types	application/winhlp	601
FilterTextHtml.mime_types	application/wlwmanifest+xml	19
FilterTextHtml.mime_types	application/word-doc	138
FilterTextHtml.mime_types	application/wordperfect5.1,	16
FilterTextHtml.mime_types	application/wordperfect5.1	96
FilterTextHtml.mime_types	application/wordperfect	6178
FilterTextHtml.mime_types	application/wordperfectdoc	21
FilterTextHtml.mime_types	application/wsdl+xml	249
FilterTextHtml.mime_types	application/xaml+xml	141
FilterTextHtml.mime_types	application/x-anymeta-thing+xml	524
FilterTextHtml.mime_types	application/x.atom+xml	1139
FilterTextHtml.mime_types	application/x-blahoctet-stream	7
FilterTextHtml.mime_types	application/x-blueprint+xml	2
FilterTextHtml.mime_types	application/x-bzip-compressed-tar	423
FilterTextHtml.mime_types	application/x-compressed-tar	266
FilterTextHtml.mime_types	application/x-das-segments+xml	1
FilterTextHtml.mime_types	application/x-das-sources+xml	1
FilterTextHtml.mime_types	application/x-das-types+xml	1
FilterTextHtml.mime_types	application/xdoc	1
FilterTextHtml.mime_types	application/x-doc	75
FilterTextHtml.mime_types	application/x-download-application-octet-stream	1
FilterTextHtml.mime_types	application/x-download-application-pdf	42
FilterTextHtml.mime_types	application/x-download-application-x-download-pdf	3
FilterTextHtml.mime_types	application/x-download-pdf	1
FilterTextHtml.mime_types	application/x-dtbook+xml	1
FilterTextHtml.mime_types	application/x-dtbresource+xml	12
FilterTextHtml.mime_types	application/x-dynadoc	7
FilterTextHtml.mime_types	application/x-eprint-tar	13
FilterTextHtml.mime_types	application/x-excel	1559
FilterTextHtml.mime_types	application/x-extension-pdf	34
FilterTextHtml.mime_types	application/xfml+xml	2
FilterTextHtml.mime_types	application-x/forcedownload	1
FilterTextHtml.mime_types	application-x/force-download	3
FilterTextHtml.mime_types	application/x-gettext	20
FilterTextHtml.mime_types	application/x-graffle+xml	1
FilterTextHtml.mime_types	application/x-gtar	2383
FilterTextHtml.mime_types	application/x-gzip-compressed-tar	1
FilterTextHtml.mime_types	application/xhml+xml	2
FilterTextHtml.mime_types	application/xhtml+xml,	2
FilterTextHtml.mime_types	application/xhtml-xml	3
FilterTextHtml.mime_types	application/xhtml+xml	8925426
FilterTextHtml.mime_types	application/x-httpd-doc	16
FilterTextHtml.mime_types	application-x-httpd-php	1
FilterTextHtml.mime_types	application\\\\/x-httpd-php	2
FilterTextHtml.mime_types	applicationx-httpd-php	2
FilterTextHtml.mime_types	application/x-httpd-xml	4
FilterTextHtml.mime_types	????????application/x-javascript	1
FilterTextHtml.mime_types	application/x-javascript,	2
FilterTextHtml.mime_types	application/x-javascript	25173243
FilterTextHtml.mime_types	application-x/javascript	4
FilterTextHtml.mime_types	.application/x-javascript	77
FilterTextHtml.mime_types	application/x-javascript,text/html	2
FilterTextHtml.mime_types	application/x-kml	29
FilterTextHtml.mime_types	application/x-latex	552
FilterTextHtml.mime_types	application/x-maple-xml	75
